ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
409918	101	S	4	85		11.48	360.787	37.075762	-121.592442	.41	ML	3	oppo NB truck scales	DT8F5	L3-S-37-101-01148	999650	440726
409919	101	S	4	85		4	353.294	36.973161	-121.554545	.506	ML	2	S. of Monterey St	DT8C2	L2-S-37-101-00400	999648	440742
409924	101	S	4	85	29504	8.86	358.167	37.040052	-121.576318	1.03	ML	3	SB truck scales	DT8A0	L3-S-37-101-00886	999642	440787
409925	101	S	4	85	29504	8.77	358.077	37.038838	-121.575721		OR	1	SB truck scales on	DT8A0	a1-S-37-101-00877	799559	440789
409926	101	S	4	85		.17	349.47	36.919384	-121.5476	.545	ML	2	N of San Benito	DT6C6	L2-S-37-101-00017	999632	440688
409927	101	S	4	85		1.23	350.53	36.93368	-121.551632	.497	ML	2	oppo N of Old Monterey Rd UC	DT6C7	L2-S-37-101-00123	999634	440701
409928	101	S	4	85		2.03	351.324	36.944941	-121.552937	.47	ML	2	oppo SR 25/101 oc	DT6C8	L2-S-37-101-00203	999636	440710
409929	101	S	4	85		12.56	361.867	37.090097	-121.60032	.37	ML	3	San Martin Ave rm-n-diag	DT8A5	L3-S-37-101-01256	999646	440754
409930	101	S	4	85		12.57	361.877	37.090229	-121.600393		FR	1	San Martin Ave rm-n-diag off	DT8A5	z1-S-37-101-01257	755440	440765
409931	101	S	4	85		9.79	359.097	37.052776	-121.581885	.65	ML	3	S of Rucker Ave	DT8A1	L3-S-37-101-00979	999644	440778
409933	101	S	4	85		3.2	352.494	36.961639	-121.551221	.27	ML	2	oppo SR 25 on-n-diag	DT6C9	L2-S-37-101-00320	999638	440728
409934	101	S	4	85		3.29	352.584	36.962904	-121.551528		OR	1	SR 25 on	DT6C9	a1-S-37-101-00329	799556	440743
409935	101	S	4	85		4.84	354.147	36.985208	-121.558865	.67	ML	3	Monterey Rd rm-s-diag	DT7A5	L3-S-37-101-00484	999639	440755
409936	101	S	4	85		5.12	354.427	36.989254	-121.558146		FR	1	Monterey Rd off	DT7A5	z1-S-37-101-00512	755438	440762
409937	101	S	4	85		4.85	354.157	36.985353	-121.558849		OR	2	Monterey Rd on	DT7A5	a2-S-37-101-00485	799557	440766
409938	101	S	4	85		14.97	364.277	37.11795	-121.625774	.705	ML	3	Tennant Ave rm-s-diag	DT9A7	L3-S-37-101-01497	999657	440604
409939	101	S	4	85		14.97	364.277	37.11795	-121.625774		OR	2	Tennant Ave rm-s-diag on	DT9A7	a2-S-37-101-01497	799565	440606
409940	101	S	4	85		13.99	363.297	37.106915	-121.614849	.7	ML	3	N of E Middle Ave OC	DT9A6	L3-S-37-101-01399	999656	440614
409941	101	S	4	85		13.1	362.407	37.097254	-121.604288	.715	ML	3	oppo N of San Martin Ave	DT9A5	L3-S-37-101-01310	999654	440634
409942	101	S	4	85		15.91	365.217	37.130233	-121.632983	.635	ML	3	E Dunne Ave rm-s-diag	DT9A0	L3-S-37-101-01591	999652	440640
409943	101	S	4	85	29504	7.73	357.037	37.025003	-121.568235	.78	ML	3	Leavesley Rd rm-n-diag	DT3A6	L3-S-37-101-00773	999629	440646
409944	101	S	4	85		15.91	365.217	37.130233	-121.632983		OR	2	E Dunne Ave on	DT9A0	a2-S-37-101-01591	799564	440648
409945	101	S	4	85	29504	7.74	357.047	37.025136	-121.568306		FR	1	Leavesley Rd off	DT3A6	z1-S-37-101-00774	755436	440661
409946	101	S	4	85		16.24	365.547	37.13455	-121.63556	.395	ML	3	E Dunne Ave rm-n-diag	DT977	L3-S-37-101-01624	999651	440665
409947	101	S	4	85		16.25	365.557	37.134679	-121.635641		FR	1	E Dunne Ave off	DT977	z1-S-37-101-01625	755442	440671
409948	101	S	4	85	29504	6.98	356.287	37.015035	-121.562809	.33	ML	3	oppo S of Leavesley Rd	DT3A0	L3-S-37-101-00698	999626	440596
409956	4	E	4	13	2252	26.82	26.501	37.99985	-121.82326	.34	ML	4	L St off-e-diag	DT6D1	L4-E-28-004-02682	999684	441085
409957	4	E	4	13	2252	26.85	26.531	37.999707	-121.822749		FR	1	L St off	DT6D1	z1-E-28-004-02685	755456	441087
409958	4	E	4	13	2252	27.02	26.701	37.99892	-121.819777	.215	ML	4	L St rm-e-diag	DT6D2	L4-E-28-004-02702	999685	441090
409959	4	E	4	13	2252	27.04	26.721	37.998821	-121.819434		OR	2	L St on	DT6D2	a2-E-28-004-02704	799585	441096
409960	4	E	4	13	2252	27.25	26.931	37.998069	-121.815712	.3	ML	5	G St OC	DT6D3	L5-E-28-004-02725	999686	441115
409966	4	W	4	13	2252	26.82	26.454	38.000002	-121.823153	.455	ML	4	L St rm-w-diag	DT6D0	L4-W-28-004-02682	999683	441073
409967	4	W	4	13	2252	26.85	26.484	37.99986	-121.82263		OR	3	L St on	DT6D0	a3-W-28-004-02685	799584	441077
409968	4	W	4	13	2252	27.25	26.884	37.998186	-121.81561	.393	ML	5	G St OC	DT6D3	L5-W-28-004-02725	999687	441128
409998	80	E	4	95	81554	25.37	52.851	38.346659	-121.995968	.245	ML	4	Alamo Dr rm-e-diag	DT8E5	L4-E-23-080-02537	999688	441100
409999	80	E	4	95	81554	25.37	52.851	38.346659	-121.995968		OR	1	Alamo Dr on	DT8E5	a1-E-23-080-02537	799586	441105
410000	80	E	4	95	81554	25.23	52.711	38.34576	-121.99828		FR	1	Alamo Dr off loop	DT8E5	z1-E-23-080-02523	755460	441108
410001	80	E	4	95	81554	25.22	52.701	38.345696	-121.998445		FR	1	Alamo Dr off diag	DT8E5	z1-E-23-080-02522	755459	441110
410002	80	E	4	95	81554	25.12	52.601	38.345062	-122.000101		FR	1	Alamo Dr off coll	DT8E5	z1-E-23-080-02512	755458	441112
410083	101	N	4	85		24.91	374.181	37.226114	-121.741622	.765	ML	4	S of Metcalf Rd	DT8A8	L4-N-37-101-02491	999667	440968
410084	101	N	4	85		25.91	375.181	37.234838	-121.75609	.77	ML	6	N of Metcalf Rd	DT8A9	L6-N-37-101-02591	999669	440987
410085	101	N	4	85		17.96	367.231	37.154637	-121.653989		OR	2	Cochrane Rd on diag	DT703	a2-N-37-101-01796	799572	440932
410086	101	N	4	85	68000	21.05	370.321	37.18869	-121.690029		FR	1	Coyote Creek Golf Dr off	DT704	z1-N-37-101-02105	755449	440943
410087	101	N	4	85		21.45	370.721	37.19253	-121.695462		OR	1	Coyote Creek Golf Dr on	DT705	a1-N-37-101-02145	799574	440945
410093	101	N	4	81	60102	6.66	408.847	37.496577	-122.233697		OR	1	Whipple Ave on diag	DTA70	a1-N-35-101-00666	799589	440956
410094	101	N	4	81	60102	6.54	408.727	37.495982	-122.231643		FR	1	Whipple Ave off	DTA71	z1-N-35-101-00654	755462	440964
410095	101	N	4	81	60102	6.56	408.747	37.49608	-122.231987		OR	2	Whipple Ave on loop	DTA71	a2-N-35-101-00656	799590	440973
410096	101	N	4	85		18.29	367.561	37.158365	-121.657728	.395	ML	4	oppo Cochrane Rd	DT8B3	L4-N-37-101-01829	999671	441000
410097	101	N	4	85	68000	19.82	369.091	37.175213	-121.675592	.535	ML	4	N of Cochrane Rd	DT8B4	L4-N-37-101-01982	999673	441014
410098	101	N	4	85	68000	20.76	370.031	37.185879	-121.686122	.38	ML	4	S of Coyote Cr Golf Dr	DT8B5	L4-N-37-101-02076	999675	441022
410099	101	N	4	85		17.15	366.421	37.145422	-121.644905	.535	ML	3	oppo Laurel Rd	DTC50	L3-N-37-101-01715	999679	441056
410100	101	N	4	85	68000	22.77	372.041	37.204456	-121.71414	.53	ML	4	S of Bailey Ave	DTC51	L4-N-37-101-02277	999681	441059
410101	101	N	4	81	73262	22.93	425.117	37.664998	-122.397266		OR	3	Oyster Point Blvd on	DT585	a3-N-35-101-02293	799583	440883
410103	101	N	4	85	29504	7.8	357.071	37.026026	-121.568405		FR	1	Leavesley Rd off	DT3A4	z1-N-37-101-00780	755444	440827
410106	101	N	4	85		10.37	359.641	37.060792	-121.584968	.325	ML	3	Masten Blvd rm-n-diag	DT8A3	L3-N-37-101-01037	999663	440847
410107	101	N	4	85		10.37	359.641	37.060792	-121.584968		OR	3	Masten Blvd on	DT8A3	a3-N-37-101-01037	799576	440853
410108	101	N	4	85		12.35	361.621	37.087426	-121.598455	.3	ML	3	San Martin Ave rm-s-diag	DT8A4	L3-N-37-101-01235	999665	440860
410109	101	N	4	85		12.34	361.611	37.087292	-121.598382		FR	1	San Martin Ave off	DT8A4	z1-N-37-101-01234	755453	440871
410110	101	N	4	81	5108	9.49	411.677	37.525705	-122.26929		OR	2	Ralston Ave on	DT139	a2-N-35-101-00949	799567	440880
410111	101	N	4	81	5108	9.42	411.607	37.52495	-122.268444		FR	1	Ralston Ave off	DT139	z1-N-35-101-00942	755443	440882
410112	101	N	4	85	29504	7.3	356.571	37.01939	-121.564786	.25	ML	3	Leavesley Rd rm-s-diag	DT3A4	L3-N-37-101-00730	999659	440819
410113	101	N	4	85	68000	23.42	372.691	37.210264	-121.723363		OR	2	Bailey Ave on	DT580	a2-N-37-101-02342	799570	440900
410114	101	N	4	85	68000	23.19	372.461	37.20797	-121.720359		FR	1	Bailey Ave off	DT580	z1-N-37-101-02319	755445	440905
410115	101	N	4	85		17.77	367.041	37.152456	-121.65189		OR	2	Cochrane Rd on loop	DT702	a2-N-37-101-01777	799571	440908
410116	101	N	4	85		17.71	366.981	37.151774	-121.651217		FR	2	Cochrane rd off	DT702	z2-N-37-101-01771	755447	440911
410141	101	S	4	85		21.46	370.767	37.192312	-121.695919		FR	1	Coyote Creek Golf Dr off	DT705	z1-S-37-101-02146	755450	440949
410142	101	S	4	85		24.91	374.217	37.225847	-121.741873	.77	ML	4	S of Metcalf Rd	DT8A8	L4-S-37-101-02491	999668	440979
410143	101	S	4	85		25.92	375.227	37.234595	-121.756538	.81	ML	6	N of Metcalf Rd	DT8A9	L6-S-37-101-02592	999670	440989
410144	101	S	4	85		18.13	367.437	37.156349	-121.656098		FR	1	Cochrane rd  off	DT703	z1-S-37-101-01813	755448	440935
410145	101	S	4	85	68000	21.06	370.367	37.188477	-121.690483		OR	1	Coyote Creek Golf Dr on	DT704	a1-S-37-101-02106	799573	440941
410150	101	S	4	85		18.3	367.607	37.158247	-121.658053	.415	ML	4	Cochrane Rd	DT8B3	L4-S-37-101-01830	999672	441008
410151	101	S	4	85	68000	19.82	369.127	37.174929	-121.675868	.4	ML	4	oppo N of Cochrane Rd	DT8B4	L4-S-37-101-01982	999674	441019
410152	101	S	4	85	68000	20.75	370.057	37.185438	-121.686355	.375	ML	4	oppo S of Coyote Creek Golf Dr	DT8B5	L4-S-37-101-02075	999676	441027
410153	101	S	4	85		17.61	366.917	37.150411	-121.650337	.355	ML	3	Cochrane Rd rm-s-diag	DT9A8	L3-S-37-101-01761	999677	441033
410154	101	S	4	85		17.61	366.917	37.150411	-121.650337		OR	2	Cochrane Rd rm-s-diag on	DT9A8	a2-S-37-101-01761	799580	441037
410155	101	S	4	85		17.87	367.177	37.153363	-121.65323	.18	ML	3	Cochrane Rd rm-s-loop	DT9A9	L3-S-37-101-01787	999678	441043
410156	101	S	4	85		18.87	368.177	37.164199	-121.665172		OR	1	Cochrane Rd on	DT9A9	a1-S-37-101-01787	799581	441047
410157	101	S	4	85		17.16	366.467	37.14532	-121.64531	.455	ML	3	Laurel Rd	DTC50	L3-S-37-101-01716	999680	441050
410158	101	S	4	85	68000	22.77	372.077	37.20414	-121.714458	.455	ML	4	oppo S Bailey Ave	DTC51	L4-S-37-101-02277	999682	441064
410160	101	S	4	85	29504	7.3	356.607	37.019286	-121.56513		OR	2	Leavesley Rd on	DT3A4	a2-S-37-101-00730	799568	440824
410163	101	S	4	85		10.38	359.687	37.060857	-121.585383	.22	ML	3	Masten Blvd rm-n-diag	DT8A3	L3-S-37-101-01038	999664	440849
410164	101	S	4	85		10.45	359.757	37.061814	-121.585807		FR	1	Masten Blvd off	DT8A3	z1-S-37-101-01045	755452	440857
410165	101	S	4	85		12.36	361.667	37.087444	-121.598858	.33	ML	3	San Martin Ave rm-s-diag	DT8A4	L3-S-37-101-01236	999666	440866
410166	101	S	4	85		12.36	361.667	37.087444	-121.598858		OR	2	San Martin Ave on	DT8A4	a2-S-37-101-01236	799577	440869
410167	101	S	4	85	29504	7.3	356.607	37.019286	-121.56513	.375	ML	3	Leavesley Rd rm-s-diag	DT3A4	L3-S-37-101-00730	999658	440815
410168	101	S	4	85	68000	23.28	372.587	37.208513	-121.721905		OR	3	Bailey Ave on	DT579	a3-S-37-101-02328	799569	440890
410169	101	S	4	85		23.56	372.867	37.211575	-121.725216	.31	ML	4	Bailey Ave rm-n-loop	DT580	L4-S-37-101-02356	999660	440897
410170	101	S	4	85		23.57	372.877	37.21169	-121.725326		FR	2	Bailey Ave rm-n-loop off	DT580	z2-S-37-101-02357	755446	440903
410192	280	N	4	81		10.67	33.216	37.505892	-122.336479		FR	1	SR 92 off	DT916	z1-N-35-280-01067	755454	440955
410193	280	N	4	81		10.72	33.266	37.506335	-122.337198		OR	1	SR 92 on	DT916	a1-N-35-280-01072	799578	440997
410211	280	N	4	81	73262	22.96	45.5	37.649733	-122.451962		OR	2	Westborough Blvd on diag	DT006	a2-N-35-280-02296	799566	440876
410224	280	S	4	81		10.78	33.326	37.506759	-122.33852		OR	1	SR 92 on	DT916	a1-S-35-280-01078	799579	440953
410363	880	N	4	1	68084	24.03	34.257	37.723421	-122.180982	.48	ML	4	RR UH	DT7A9	L4-N-33-880-02403	999689	440922
410364	880	N	4	1	53000	25.58	35.807	37.741681	-122.197207		OR	1	Hegenberger Rd on	DT070	a1-N-33-880-02558	799582	440873
410366	880	N	4	1	53000	25.49	35.717	37.740587	-122.196231		OR	2	Hegenberger Rd on	DTA74	a2-N-33-880-02549	799591	441134
410367	880	N	4	1	53000	25.47	35.697	37.740346	-122.196016		FR	3	Hegenberger Rd off	DTA74	z3-N-33-880-02547	755463	441137
410370	880	S	4	1	68084	24.03	34.257	37.723334	-122.181132	.535	ML	5	RR UH	DT7A9	L5-S-33-880-02403	999690	440916
410371	880	S	4	1	53000	25.35	35.577	37.73883	-122.194965		OR	3	Hegenberger Rd on	DTA37	a3-S-33-880-02535	799588	440947
410372	880	S	4	1	53000	25.52	35.747	37.740848	-122.196734		OR	1	Hegenberger Rd on	DTA36	a1-S-33-880-02552	799587	440958
410373	880	S	4	1	53000	25.55	35.777	37.741215	-122.197053		FR	3	Hegenberger Rd off	DTA36	z3-S-33-880-02555	755461	440960
410385	4	W	4	13	2252	27.05	26.684	37.998916	-121.819153		FR	2	L St off	DT6D3	z2-W-28-004-02705	755457	441130
410502	101	N	4	97	70098	22.43	491.125	38.469357	-122.728752	.566	ML	3	Bicentennial Way rm-s-diag	DT4A6	L3-N-20-101-02243	999692	441293
410503	101	N	4	97	70098	22.45	491.145	38.469632	-122.72887		FR	2	Bicentennial Way off	DT4A6	z2-N-20-101-02245	755466	441296
410504	101	N	4	97		29.23	497.925	38.545447	-122.806983	.92	ML	3	oppo Old redwood Hwy rm-s-diag	DT5F0	L3-N-20-101-02923	999695	441210
410505	101	N	4	97		26.43	495.125	38.512215	-122.776593	1.295	ML	3	Airport Blvd rm-n-coll/diag	DT5D9	L3-N-20-101-02643	999693	441248
410506	101	N	4	97		26.39	495.085	38.5118	-122.776076		OR	3	Airport Blvd on-n-hook	DT5D9	a3-N-20-101-02639	799599	441252
410507	101	N	4	97		26.18	494.875	38.509637	-122.773349		FR	1	Airport Blvd off	DT5D9	z1-N-20-101-02618	755467	441259
410511	101	N	4	81	68252	11.26	413.447	37.545931	-122.289058		OR	1	E Hillsdale Blvd on diag	DT261	a1-N-35-101-01126	799594	441166
410515	101	N	4	85		10.15	359.421	37.057774	-121.583661	.29	ML	3	oppo Masten Blvd rm-s-diag	DT8A2	L3-N-37-101-01015	999661	440835
410516	101	N	4	85		10.03	359.301	37.056128	-121.582948		FR	1	Masten Blvd off	DT8A2	z1-N-37-101-01003	755451	440842
410545	101	S	4	97		31.08	499.107	38.566546	-122.827704	.28	ML	2	Arata Ln rm-s-loop	DT0F9	L2-S-20-101-03108	999691	441243
410546	101	S	4	97		31.09	499.117	38.566662	-122.827813		OR	2	Arata Ln on	DT0F9	a2-S-20-101-03109	799592	441253
410547	101	S	4	97		26.45	494.477	38.512418	-122.777214	.64	ML	3	Airport Blvd rm-s-loop	DT5F1	L3-S-20-101-02645	999697	441199
410548	101	S	4	97		26.41	494.437	38.512009	-122.7767		OR	2	Airport Blvd on loop	DT5F1	a2-S-20-101-02641	799602	441204
410549	101	S	4	97		26.6	494.627	38.513976	-122.779112		FR	1	Airport Blvd off	DT5F1	z1-S-20-101-02660	755469	441207
410550	101	S	4	97		29.23	497.257	38.545356	-122.807197	1.445	ML	3	Old redwood Hwy rm-s-diag	DT5F0	L3-S-20-101-02923	999696	441217
410551	101	S	4	97		29.23	497.257	38.545356	-122.807197		OR	2	Old redwood Hwy on	DT5F0	a2-S-20-101-02923	799601	441220
410552	101	S	4	97		29.23	497.257	38.545356	-122.807197		FR	2	Old redwood Hwy off	DT5F0	z2-S-20-101-02923	755468	441225
410553	101	S	4	97		26.31	494.337	38.510987	-122.775412	.73	ML	3	Airport Blvd rm-s-diag	DT5E0	L3-S-20-101-02631	999694	441231
410554	101	S	4	97		26.24	494.267	38.510274	-122.774508		OR	3	Airport Blvd on diag	DT5E0	a3-S-20-101-02624	799600	441235
410560	101	S	4	81	68252	10.88	413.103	37.541393	-122.285108		OR	1	E Hillsdale Blvd on diag	DTA64	a1-S-35-101-01088	799610	441150
410561	101	S	4	81	68252	11.12	413.343	37.544196	-122.287712		OR	2	E Hillsdale Blvd on loop	DTA51	a2-S-35-101-01112	799609	441154
410562	101	S	4	81	68252	11.24	413.463	37.545589	-122.289028		FR	2	Hillsdale Blvd off	DTA51	z2-S-35-101-01124	755473	441158
410563	101	S	4	85		10.16	359.467	37.057849	-121.584062	.295	ML	3	Masten Blvd rm-s-diag	DT8A2	L3-S-37-101-01016	999662	440833
410564	101	S	4	85		10.16	359.467	37.057849	-121.584062		OR	2	Masten Blvd on	DT8A2	a2-S-37-101-01016	799575	440840
410590	280	N	4	81	65028	21.96	44.504	37.638445	-122.440769		FR	2	Avalon Dr off	DT307	z2-N-35-280-02196	755464	441236
410679	580	W	4	1	57792	18.05	34.234	37.701599	-121.873944		OR	2	Tassajara Rd on	DT147	a2-W-33-580-01805	799593	441146
410680	580	W	4	1	57792	19.84	36.024	37.701832	-121.906531		OR	2	Hopyard Rd on	DT979	a2-W-33-580-01984	799607	441171
410681	580	W	4	1	57792	19.76	35.944	37.70183	-121.905072		FR	1	Hopyard Rd off	DT979	z1-W-33-580-01976	755472	441173
410682	580	W	4	1	41992	15.02	31.204	37.701114	-121.818698		OR	2	Airway Blvd on	DT311	a2-W-33-580-01502	799595	441267
410683	580	W	4	1	41992	14.9	31.084	37.701102	-121.816508		FR	2	Airway Blvd  off	DT311	z2-W-33-580-01490	755465	441270
410686	580	W	4	1	57792	20.8	36.984	37.700807	-121.924022	.5	ML	5	SB 680 rm-w-diag	DT507	L5-W-33-580-02080	580153	441273
410687	580	W	4	1	57792	20.82	37.004	37.700727	-121.924372		OR	2	SB 680 on	DT507	a2-W-33-580-02082	799597	441280
410688	580	W	4	1	41992	15.2	31.384	37.701154	-121.821981		OR	2	Airway Blvd on	DT316	a3-W-33-580-01520	799596	441288
410692	580	W	4	1	57792	18.69	34.874	37.701687	-121.885618		FR	2	Hacienda Dr off	DT622	z2-W-33-580-01869	755470	441196
410698	580	W	4	1		16.72	32.904	37.701372	-121.849704		OR	2	Fallon Rd on	DT759	a2-W-33-580-01672	799606	441177
410699	580	W	4	1		16.62	32.804	37.701354	-121.847881		FR	2	Fallon Rd off	DT759	z2-W-33-580-01662	755471	441179
410701	580	W	4	1	57792	17.9	34.084	37.701567	-121.871196		OR	2	Santa Rita Rd on	DT658	a2-W-33-580-01790	799604	441189
410702	580	W	4	1	57792	18.77	34.954	37.701701	-121.887073		OR	2	Hacienda Dr on	DT622	a2-W-33-580-01877	799603	441193
410717	4	E	4	13		13.78	13.514	38.001389	-122.050932		OR	2	Arnold Industrial Pl on	DT161	a2-E-28-004-01378	799632	441602
410741	80	E	4	95	23182	10.37	37.842	38.190415	-122.168903	.485	ML	4	oppo 1 m. W of Red Top Rd	DT8C7	L4-E-23-080-01037	999706	441443
410742	80	E	4	95	23182	19.25	46.733	38.274301	-122.0487	.605	ML	5	Airbase Pkwy rm-e-diag	DTC62	L5-E-23-080-01925	999728	441299
410743	80	E	4	95	23182	19.25	46.733	38.274301	-122.0487		OR	2	Airbase Pkwy on	DTC62	a2-E-23-080-01925	799631	441307
410744	80	E	4	95	23182	19.06	46.543	38.27202	-122.050649		FR	2	Airbase Pkwy off	DTC62	z2-E-23-080-01906	755486	441309
410745	80	E	4	95		16.26	43.743	38.243059	-122.084857	.965	ML	5	Abernathy Rd rm-e-diag	DTC59	L5-E-23-080-01626	999726	441331
410746	80	E	4	95		16.26	43.743	38.243059	-122.084857		OR	2	Abernathy Rd on	DTC59	a2-E-23-080-01626	799629	441334
410747	80	E	4	95		16.11	43.593	38.242	-122.087274		FR	2	Abernathy Rd off	DTC59	z2-E-23-080-01611	755484	441338
410749	80	E	4	95	81554	28.41	55.891	38.373669	-121.952524		OR	2	Orange Dr on	DT8F9	a2-E-23-080-02841	799626	441452
410750	80	E	4	95	81554	28.25	55.731	38.372017	-121.954589	.21	ML	4	E Monte Vista rm-e-fly	DT8F8	L4-E-23-080-02825	999720	441456
410751	80	E	4	95	81554	28.25	55.731	38.372017	-121.954589		OR	1	E Monte Vista on	DT8F8	a1-E-23-080-02825	799625	441461
410752	80	E	4	95	81554	27.32	54.801	38.362792	-121.967042	.29	ML	4	Allison Dr rm-e-diag	DT8F4	L4-E-23-080-02732	999718	441478
410753	80	E	4	95	81554	27.32	54.801	38.362792	-121.967042		OR	2	Allison Dr on	DT8F4	a2-E-23-080-02732	799623	441481
410755	80	E	4	95	81554	28.41	55.891	38.373669	-121.952524	.225	ML	4	Orange Dr rm-e-hook	DT8F9	L4-E-23-080-02841	999721	441449
410756	80	E	4	95	23182	11.86	39.332	38.20691	-122.151326	.33	ML	5	EB 12 OC	DTB68	L5-E-23-080-01186	999723	441359
410761	80	E	4	95	81554	25.85	53.331	38.349785	-121.988068	.49	ML	4	Bella Vista Rd rm-e-hook	DT8E8	L4-E-23-080-02585	999714	441539
410762	80	E	4	95	81554	25.85	53.331	38.349785	-121.988068		OR	1	1	DT8E8	a1-E-23-080-02585	799619	441542
410763	80	E	4	95	81554	25.85	53.331	38.349785	-121.988068		FR	1	Bella Vista Rd off	DT8E8	z1-E-23-080-02577	755480	441545
410764	80	E	4	95		23.2	50.683	38.325962	-122.023306	.524	ML	4	Lagoon Valley Rd rm-e-diag	DT8D9	L4-E-23-080-02320	999710	441582
410765	80	E	4	95		23.22	50.703	38.326221	-122.023139		OR	1	Lagoon Valley Rd on	DT8D9	a1-E-23-080-02322	799615	441587
410766	80	E	4	95		23.02	50.503	38.323635	-122.024793		FR	1	Lagoon Valley Rd off	DT8D9	z1-E-23-080-02302	755476	441590
410767	80	E	4	95	81554	27.34	54.821	38.362968	-121.96675	.335	ML	4	Allison Dr rm-e-loop	DT8F2	L4-E-23-080-02734	999716	441498
410768	80	E	4	95	81554	27.11	54.591	38.360904	-121.970075		OR	2	Allison Dr rm-on	DT8F2	a2-E-23-080-02711	799621	441501
410769	80	E	4	95	81554	27.11	54.591	38.360904	-121.970075		FR	3	Allison Dr off	DT8F2	z3-E-23-080-02711	755482	441505
410772	80	E	4	95	81666	6.08	33.552	38.144683	-122.216877	.385	ML	5	EB 37 rm-e-fly	DT8B9	L5-E-23-080-00608	999698	441381
410773	80	E	4	95	81666	6.07	33.542	38.144542	-122.216916		OR	2	EB 37 on	DT8B9	a2-E-23-080-00607	799611	441387
410774	80	E	4	95		8.54	36.012	38.173528	-122.193907	.42	ML	4	oppo 1/2 m. E of American Can	DT8C3	L4-E-23-080-00854	999700	441397
410775	80	E	4	95		9.01	36.482	38.178901	-122.188653	.54	ML	4	oppo 5000' E of American Cany	DT8C4	L4-E-23-080-00901	999702	441408
410776	80	E	4	95		9.62	37.092	38.184915	-122.180511	.5	ML	4	oppo Lynch Rd UC	DT8C5	L4-E-23-080-00962	999704	441419
410778	80	E	4	95		8.04	35.512	38.168733	-122.200784	.835	ML	4	oppo American Canyon Rd	DT8C1	L4-E-23-080-00804	999699	441425
410779	80	W	4	95	23182	18.99	46.473	38.271273	-122.051651	.78	ML	5	Waterman Blvd rm-w-diag	DTC61	L5-W-23-080-01899	999727	441313
410780	80	W	4	95	23182	18.96	46.443	38.270914	-122.051959		OR	3	Waterman Blvd on	DTC61	a3-W-23-080-01896	799630	441321
410781	80	W	4	95	23182	19.36	46.843	38.275724	-122.047899		FR	1	Waterman Blvd off	DTC61	z1-W-23-080-01936	755485	441324
410782	80	W	4	95		16.06	43.543	38.241901	-122.088193	.79	ML	5	Abernathy Rd rm-w-diag	DTC58	L5-W-23-080-01606	999725	441342
410783	80	W	4	95		16.05	43.533	38.241832	-122.088354		OR	1	Abernathy Rd on	DTC58	a1-W-23-080-01605	799628	441349
410784	80	W	4	95		16.2	43.683	38.242891	-122.085946		FR	2	Abernathy Rd off	DTC58	z2-W-23-080-01620	755483	441352
410786	80	W	4	95	81554	28.19	55.671	38.371532	-121.955582	.525	ML	3	SB 505 rm-w-conn	DT8F7	L3-W-23-080-02819	999719	441468
410787	80	W	4	95	81554	28.19	55.671	38.371532	-121.955582		OR	2	SB 505 on	DT8F7	a2-W-23-080-02819	799624	441471
410788	80	W	4	95	81554	27.33	54.811	38.362974	-121.96711	.39	ML	4	Allison Dr rm-w-hook	DT8F3	L4-W-23-080-02733	999717	441485
410790	80	W	4	95	23182	11.9	39.372	38.207525	-122.151042	.375	ML	5	oppo EB 12 OC	DTB68	L5-W-23-080-01190	999724	441365
410791	80	W	4	95		15.51	42.993	38.23801	-122.097046	.545	ML	5	WB 12 rm-w-diag	DTB67	L5-W-23-080-01551	999722	441372
410792	80	W	4	95		15.51	42.993	38.23801	-122.097046		OR	3	WB 12 on	DTB67	a3-W-23-080-01551	799627	441376
410802	80	W	4	95	23182	21.17	48.653	38.298713	-122.034093		FR	1	Manuel Campos Pkwy off	DT8D3	z1-W-23-080-02117	755474	441519
410803	80	W	4	95	23182	21.05	48.533	38.296973	-122.03414	.5	ML	4	Manuel Campos Pkwy rm-w-loop	DT8D3	L4-W-23-080-02105	999708	441524
410804	80	W	4	95	23182	21.05	48.533	38.296973	-122.03414		OR	1	Manuel Campos Pkwy on	DT8D3	a1-W-23-080-02105	799613	441530
410805	80	W	4	95	81554	26.32	53.801	38.353019	-121.980638	.46	ML	4	Depot Rd rm-w-diag	DT8E9	L4-W-23-080-02632	999715	441514
410806	80	W	4	95	81554	26.32	53.801	38.353019	-121.980638		OR	1	Depot Rd on	DT8E9	a1-W-23-080-02632	799620	441521
410807	80	W	4	95	81554	26.4	53.881	38.353767	-121.979516		FR	1	Depot Rd off	DT8E9	z1-W-23-080-02640	755481	441529
410808	80	W	4	95	81554	25.85	53.331	38.349933	-121.988342	.47	ML	4	Hickory Lane rm-w-diag	DT8E7	L4-W-23-080-02585	999713	441551
410810	80	W	4	95	81554	25.9	53.381	38.350261	-121.987522		FR	1	Hickory Lane off	DT8E7	z1-W-23-080-02590	755479	441556
410811	80	W	4	95	81554	25.13	52.611	38.345308	-122.000218	.415	ML	4	Merchant St rm-w-diag	DT8E4	L4-W-23-080-02513	999712	441562
